Category,Topic,Indicator,Year,Sex,Result,95% CI (L),95% CI (U),Unit,SE,Region
Mental health,Mental health conditions,A stress-related problem,2019,Male,10.2,7.7,13.4,Per cent,1.4,1
Mental health,Mental health conditions,A stress-related problem,2019,Person,14.5,12.5,16.7,Per cent,1.1,1
Mental health,Mental health conditions,A stress-related problem,2020,Female,7.5,5.0,11.1,Per cent,1.5,1
Mental health,Mental health conditions,A stress-related problem,2020,Female,21.8,17.6,26.5,Per cent,2.3,1
Mental health,Mental health conditions,A stress-related problem,2020,Male,3.3,1.9,5.6,Per cent,0.9,1
Mental health,Mental health conditions,A stress-related problem,2020,Male,13.4,10.0,17.7,Per cent,1.9,1
Mental health,Mental health conditions,A stress-related problem,2020,Person,5.4,3.9,7.5,Per cent,0.9,1
Mental health,Mental health conditions,A stress-related problem,2020,Person,17.9,15.1,21.1,Per cent,1.5,1
Mental health,Mental health conditions,Another mental health condition,2011/12,Female,1.1,0.5,2.3,Per cent,0.4,1
Mental health,Mental health conditions,Another mental health condition,2011/12,Male,0.8,0.5,1.5,Per cent,0.3,1
Mental health,Mental health conditions,Another mental health condition,2011/12,Person,1.0,0.6,1.6,Per cent,0.2,1
Mental health,Mental health conditions,Another mental health condition,2013/14,Female,1.6,0.8,3.2,Per cent,0.6,1
Mental health,Mental health conditions,Another mental health condition,2013/14,Male,1.3,0.6,2.5,Per cent,0.4,1
Mental health,Mental health conditions,Another mental health condition,2013/14,Person,1.4,0.9,2.4,Per cent,0.4,1
Mental health,Mental health conditions,Another mental health condition,2015/16,Female,1.5,0.7,3.4,Per cent,0.6,1
Mental health,Mental health conditions,Another mental health condition,2015/16,Male,1.0,0.4,2.6,Per cent,0.5,1
Mental health,Mental health conditions,Another mental health condition,2015/16,Person,1.3,0.7,2.3,Per cent,0.4,1
Mental health,Mental health conditions,Another mental health condition,2018,Female,4.4,2.8,7.0,Per cent,1.0,1
Mental health,Mental health conditions,Another mental health condition,2018,Male,5.8,3.7,8.8,Per cent,1.3,1
Mental health,Mental health conditions,Another mental health condition,2018,Male,8.5,4.9,14.3,Per cent,2.3,1
Mental health,Mental health conditions,Another mental health condition,2018,Person,5.1,3.7,7.0,Per cent,0.8,1
Mental health,Mental health conditions,Another mental health condition,2018,Person,6.4,3.9,10.1,Per cent,1.5,1
Mental health,Mental health conditions,Another mental health condition,2019,Female,6.9,4.9,9.6,Per cent,1.2,1
Mental health,Mental health conditions,Another mental health condition,2019,Male,2.5,1.5,4.1,Per cent,0.6,1
Mental health,Mental health conditions,Another mental health condition,2019,Person,4.8,3.6,6.3,Per cent,0.7,1
Mental health,Mental health conditions,Another mental health condition,2020,Female,3.8,2.3,6.2,Per cent,1.0,1
Mental health,Mental health conditions,Another mental health condition,2020,Female,6.4,4.0,10.1,Per cent,1.5,1
Mental health,Mental health conditions,Another mental health condition,2020,Male,3.6,2.2,6.0,Per cent,0.9,1
Mental health,Mental health conditions,Another mental health condition,2020,Male,6.2,4.1,9.2,Per cent,1.3,1
Mental health,Mental health conditions,Another mental health condition,2020,Person,5.0,3.6,6.8,Per cent,0.8,1
Mental health,Mental health conditions,Another mental health condition,2020,Person,5.2,3.7,7.3,Per cent,0.9,1
Mental health,Mental health conditions,Anxiety,2011/12,Female,7.9,6.1,10.2,Per cent,1.1,1
Mental health,Mental health conditions,Anxiety,2011/12,Male,6.4,4.6,9.0,Per cent,1.1,1
Mental health,Mental health conditions,Anxiety,2011/12,Person,7.2,5.8,8.8,Per cent,0.8,1
Mental health,Mental health conditions,Anxiety,2013/14,Female,11.8,9.1,15.2,Per cent,1.5,1
Mental health,Mental health conditions,Anxiety,2013/14,Male,7.4,5.1,10.7,Per cent,1.4,1
Mental health,Mental health conditions,Anxiety,2013/14,Person,9.8,7.9,12.0,Per cent,1.1,1
Mental health,Mental health conditions,Anxiety,2015/16,Female,14.1,11.0,17.9,Per cent,1.8,1
Mental health,Mental health conditions,Anxiety,2015/16,Male,6.6,4.3,9.8,Per cent,1.4,1
Mental health,Mental health conditions,Anxiety,2015/16,Person,10.5,8.5,13.0,Per cent,1.1,1
Mental health,Mental health conditions,Anxiety,2018,Female,6.8,3.5,13.0,Per cent,2.3,1
Mental health,Mental health conditions,Anxiety,2018,Female,19.1,15.5,23.3,Per cent,2.0,1
Mental health,Mental health conditions,Anxiety,2018,Male,11.5,8.5,15.4,Per cent,1.8,1
Mental health,Mental health conditions,Anxiety,2018,Male,12.5,8.0,19.0,Per cent,2.8,1
Mental health,Mental health conditions,Anxiety,2018,Person,9.6,6.6,13.8,Per cent,1.8,1
Mental health,Mental health conditions,Anxiety,2018,Person,15.3,12.9,18.1,Per cent,1.3,1
Mental health,Mental health conditions,Anxiety,2019,Female,22.4,19.1,26.2,Per cent,1.8,1
Mental health,Mental health conditions,Anxiety,2019,Male,10.9,8.3,14.2,Per cent,1.5,1
Mental health,Mental health conditions,Anxiety,2019,Person,17.1,14.8,19.6,Per cent,1.2,1
Mental health,Mental health conditions,Anxiety,2020,Female,14.6,11.1,19.1,Per cent,2.0,1
Mental health,Mental health conditions,Anxiety,2020,Female,24.1,19.9,29.0,Per cent,2.3,1
Mental health,Mental health conditions,Anxiety,2020,Male,10.2,7.6,13.5,Per cent,1.5,1
Mental health,Mental health conditions,Anxiety,2020,Male,12.9,9.7,16.9,Per cent,1.8,1
Mental health,Mental health conditions,Anxiety,2020,Person,13.9,11.5,16.8,Per cent,1.4,1
Mental health,Mental health conditions,Anxiety,2020,Person,17.1,14.5,20.0,Per cent,1.4,1
Mental health,Mental health conditions,Any mental health condition,2011/12,Female,18.3,15.6,21.5,Per cent,1.5,1
Mental health,Mental health conditions,Any mental health condition,2011/12,Male,12.2,9.7,15.2,Per cent,1.4,1
Mental health,Mental health conditions,Any mental health condition,2011/12,Person,13.7,10.6,17.5,Per cent,1.7,1
Mental health,Mental health conditions,Any mental health condition,2011/12,Person,15.4,13.4,17.5,Per cent,1.0,1
Mental health,Mental health conditions,Any mental health condition,2011/12,Person,16.3,13.5,19.6,Per cent,1.6,1
Mental health,Mental health conditions,Any mental health condition,2011/12,Person,16.8,13.2,21.3,Per cent,2.1,1
Mental health,Mental health conditions,Any mental health condition,2011/12,Person,18.2,12.0,26.7,Per cent,3.7,1
Mental health,Mental health conditions,Any mental health condition,2013/14,Female,21.5,18.0,25.5,Per cent,1.9,1
Mental health,Mental health conditions,Any mental health condition,2013/14,Male,12.5,9.6,16.1,Per cent,1.6,1
Mental health,Mental health conditions,Any mental health condition,2013/14,Person,11.0,8.1,14.8,Per cent,1.7,1
Mental health,Mental health conditions,Any mental health condition,2013/14,Person,14.4,8.4,23.5,Per cent,3.8,1
Mental health,Mental health conditions,Any mental health condition,2013/14,Person,17.3,14.9,20.0,Per cent,1.3,1
Mental health,Mental health conditions,Any mental health condition,2013/14,Person,18.3,14.8,22.5,Per cent,2.0,1
Mental health,Mental health conditions,Any mental health condition,2013/14,Person,20.5,15.8,26.2,Per cent,2.7,1
Mental health,Mental health conditions,Any mental health condition,2015/16,Female,23.4,19.5,27.7,Per cent,2.1,1
Mental health,Mental health conditions,Any mental health condition,2015/16,Male,13.9,10.7,18.0,Per cent,1.9,1
Mental health,Mental health conditions,Any mental health condition,2015/16,Person,9.7,7.1,13.2,Per cent,1.5,1
Mental health,Mental health conditions,Any mental health condition,2015/16,Person,18.9,15.1,23.4,Per cent,2.1,1
Mental health,Mental health conditions,Any mental health condition,2015/16,Person,18.9,16.3,21.9,Per cent,1.4,1
Mental health,Mental health conditions,Any mental health condition,2015/16,Person,21.2,16.0,27.6,Per cent,3.0,1
Mental health,Mental health conditions,Any mental health condition,2015/16,Person,23.6,14.9,35.1,Per cent,5.2,1
Mental health,Mental health conditions,Any mental health condition,2018,Female,8.1,4.4,14.4,Per cent,2.5,1
Mental health,Mental health conditions,Any mental health condition,2018,Female,24.6,21.1,28.5,Per cent,1.9,1
Mental health,Mental health conditions,Any mental health condition,2018,Male,16.6,11.2,23.8,Per cent,3.2,1
Mental health,Mental health conditions,Any mental health condition,2018,Male,18.8,15.5,22.7,Per cent,1.9,1
Mental health,Mental health conditions,Any mental health condition,2018,Person,12.3,8.8,16.8,Per cent,2.0,1
Mental health,Mental health conditions,Any mental health condition,2018,Person,14.3,10.5,19.2,Per cent,2.2,1
Mental health,Mental health conditions,Any mental health condition,2018,Person,21.1,17.2,25.6,Per cent,2.2,1
Mental health,Mental health conditions,Any mental health condition,2018,Person,21.8,19.3,24.5,Per cent,1.3,1
Mental health,Mental health conditions,Any mental health condition,2018,Person,25.4,21.0,30.4,Per cent,2.4,1
Mental health,Mental health conditions,Any mental health condition,2018,Person,35.9,24.0,49.9,Per cent,6.7,1
Mental health,Mental health conditions,Any mental health condition,2019,Female,34.2,30.4,38.2,Per cent,2.0,1
Mental health,Mental health conditions,Any mental health condition,2019,Male,19.1,15.7,22.9,Per cent,1.8,1
Mental health,Mental health conditions,Any mental health condition,2019,Person,18.7,15.1,23.0,Per cent,2.0,1
Mental health,Mental health conditions,Any mental health condition,2019,Person,25.5,22.0,29.3,Per cent,1.9,1
Mental health,Mental health conditions,Any mental health condition,2019,Person,27.0,24.4,29.8,Per cent,1.4,1
Mental health,Mental health conditions,Any mental health condition,2019,Person,28.6,24.3,33.5,Per cent,2.4,1
Mental health,Mental health conditions,Any mental health condition,2019,Person,36.9,26.0,49.2,Per cent,6.0,1
Mental health,Mental health conditions,Any mental health condition,2020,Female,17.4,13.6,22.0,Per cent,2.1,1
Mental health,Mental health conditions,Any mental health condition,2020,Female,33.7,29.0,38.8,Per cent,2.5,1
Mental health,Mental health conditions,Any mental health condition,2020,Male,15.8,12.2,20.2,Per cent,2.0,1
Mental health,Mental health conditions,Any mental health condition,2020,Male,21.4,17.4,26.2,Per cent,2.2,1
Mental health,Mental health conditions,Any mental health condition,2020,Person,16.8,14.1,19.9,Per cent,1.5,1
Mental health,Mental health conditions,Any mental health condition,2020,Person,22.3,15.2,31.4,Per cent,4.1,1
Mental health,Mental health conditions,Any mental health condition,2020,Person,27.6,22.9,32.7,Per cent,2.5,1
Mental health,Mental health conditions,Any mental health condition,2020,Person,27.8,24.6,31.3,Per cent,1.7,1
Mental health,Mental health conditions,Any mental health condition,2020,Person,29.6,24.5,35.2,Per cent,2.7,1
Mental health,Mental health conditions,Any mental health condition,2020,Person,30.3,18.4,45.6,Per cent,7.0,1
Mental health,Mental health conditions,Currently receiving treatment,2011/12,Female,54.9,46.0,63.5,Per cent,4.5,1
Mental health,Mental health conditions,Currently receiving treatment,2011/12,Male,42.2,31.5,53.6,Per cent,5.7,1
Mental health,Mental health conditions,Currently receiving treatment,2011/12,Person,38.5,19.6,61.6,Per cent,11.3,1
Mental health,Mental health conditions,Currently receiving treatment,2011/12,Person,40.9,29.2,53.8,Per cent,6.4,1
Mental health,Mental health conditions,Currently receiving treatment,2011/12,Person,49.9,42.9,57.0,Per cent,3.6,1
Mental health,Mental health conditions,Currently receiving treatment,2011/12,Person,59.6,49.7,68.8,Per cent,4.9,1
Mental health,Mental health conditions,Currently receiving treatment,2011/12,Person,61.4,46.9,74.2,Per cent,7.1,1
Mental health,Mental health conditions,Currently receiving treatment,2013/14,Female,55.9,45.9,65.4,Per cent,5.0,1
Mental health,Mental health conditions,Currently receiving treatment,2013/14,Male,79.2,67.3,87.5,Per cent,5.1,1
Mental health,Mental health conditions,Currently receiving treatment,2013/14,Person,55.3,41.0,68.8,Per cent,7.3,1
Mental health,Mental health conditions,Currently receiving treatment,2013/14,Person,63.7,55.7,71.1,Per cent,4.0,1
Mental health,Mental health conditions,Currently receiving treatment,2013/14,Person,65.2,48.8,78.7,Per cent,7.8,1
Mental health,Mental health conditions,Currently receiving treatment,2013/14,Person,66.3,39.3,85.7,Per cent,12.6,1
Mental health,Mental health conditions,Currently receiving treatment,2013/14,Person,70.6,59.1,79.9,Per cent,5.3,1
Mental health,Mental health conditions,Currently receiving treatment,2015/16,Female,64.4,53.0,74.4,Per cent,5.5,1
Mental health,Mental health conditions,Currently receiving treatment,2015/16,Male,62.1,46.8,75.3,Per cent,7.5,1
Mental health,Mental health conditions,Currently receiving treatment,2015/16,Person,53.6,28.8,76.7,Per cent,13.2,1
Mental health,Mental health conditions,Currently receiving treatment,2015/16,Person,54.2,38.0,69.5,Per cent,8.3,1
Mental health,Mental health conditions,Currently receiving treatment,2015/16,Person,63.6,54.5,71.8,Per cent,4.4,1
Mental health,Mental health conditions,Currently receiving treatment,2015/16,Person,71.2,53.4,84.1,Per cent,8.0,1
Mental health,Mental health conditions,Currently receiving treatment,2015/16,Person,74.5,62.3,83.8,Per cent,5.5,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Female,67.7,57.6,76.4,Per cent,4.8,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Male,58.8,37.2,77.4,Per cent,10.7,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Male,67.0,52.7,78.7,Per cent,6.8,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Person,47.8,30.5,65.6,Per cent,9.3,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Person,55.4,37.7,71.8,Per cent,9.0,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Person,66.6,41.5,84.9,Per cent,11.6,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Person,67.4,59.2,74.7,Per cent,4.0,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Person,68.6,55.4,79.4,Per cent,6.2,1
Mental health,Mental health conditions,Currently receiving treatment,2018,Person,71.6,59.4,81.3,Per cent,5.6,1
Mental health,Mental health conditions,Currently receiving treatment,2019,Female,70.8,62.8,77.7,Per cent,3.8,1
Mental health,Mental health conditions,Currently receiving treatment,2019,Male,62.4,50.0,73.4,Per cent,6.1,1
Mental health,Mental health conditions,Currently receiving treatment,2019,Person,63.6,51.4,74.4,Per cent,5.9,1
Mental health,Mental health conditions,Currently receiving treatment,2019,Person,65.2,41.5,83.2,Per cent,11.1,1
Mental health,Mental health conditions,Currently receiving treatment,2019,Person,68.0,61.3,74.0,Per cent,3.2,1
Mental health,Mental health conditions,Currently receiving treatment,2019,Person,68.7,57.7,77.9,Per cent,5.2,1
Mental health,Mental health conditions,Currently receiving treatment,2019,Person,69.8,60.3,77.9,Per cent,4.5,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Female,72.5,58.6,83.1,Per cent,6.3,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Female,84.2,75.8,90.0,Per cent,3.6,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Male,53.1,40.0,65.7,Per cent,6.7,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Male,70.8,56.8,81.7,Per cent,6.4,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Person,63.1,38.8,82.2,Per cent,11.7,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Person,63.4,36.3,84.0,Per cent,13.1,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Person,71.1,58.8,80.9,Per cent,5.7,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Person,71.4,63.6,78.2,Per cent,3.8,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Person,71.9,62.2,79.8,Per cent,4.5,1
Mental health,Mental health conditions,Currently receiving treatment,2020,Person,79.3,67.3,87.7,Per cent,5.2,1
Mental health,Mental health conditions,Depression,2011/12,Female,10.3,8.2,12.8,Per cent,1.2,1
Mental health,Mental health conditions,Depression,2011/12,Male,8.2,6.1,11.0,Per cent,1.2,1
Mental health,Mental health conditions,Depression,2011/12,Person,9.3,7.7,11.1,Per cent,0.8,1
Mental health,Mental health conditions,Depression,2013/14,Female,12.9,10.1,16.3,Per cent,1.6,1
Mental health,Mental health conditions,Depression,2013/14,Male,6.1,4.2,8.8,Per cent,1.1,1
Mental health,Mental health conditions,Depression,2013/14,Person,9.7,7.9,11.9,Per cent,1.0,1
Mental health,Mental health conditions,Depression,2015/16,Female,13.0,9.9,16.9,Per cent,1.8,1
Mental health,Mental health conditions,Depression,2015/16,Male,8.6,6.0,12.2,Per cent,1.6,1
Mental health,Mental health conditions,Depression,2015/16,Person,10.9,8.8,13.5,Per cent,1.2,1
Mental health,Mental health conditions,Depression,2018,Female,14.7,11.7,18.4,Per cent,1.7,1
Mental health,Mental health conditions,Depression,2018,Male,4.5,2.1,9.4,Per cent,1.7,1
Mental health,Mental health conditions,Depression,2018,Male,12.3,9.1,16.3,Per cent,1.8,1
Mental health,Mental health conditions,Depression,2018,Person,3.3,1.6,6.6,Per cent,1.2,1
Mental health,Mental health conditions,Depression,2018,Person,13.5,11.2,16.1,Per cent,1.2,1
Mental health,Mental health conditions,Depression,2019,Female,19.3,16.2,22.8,Per cent,1.7,1
Mental health,Mental health conditions,Depression,2019,Male,9.9,7.5,13.0,Per cent,1.4,1
Mental health,Mental health conditions,Depression,2019,Person,15.0,12.9,17.3,Per cent,1.1,1
Mental health,Mental health conditions,Depression,2020,Female,5.1,3.2,8.1,Per cent,1.2,1
Mental health,Mental health conditions,Depression,2020,Female,19.4,15.7,23.7,Per cent,2.0,1
Mental health,Mental health conditions,Depression,2020,Male,1.8,1.0,3.4,Per cent,0.6,1
Mental health,Mental health conditions,Depression,2020,Male,11.2,8.4,14.9,Per cent,1.6,1
Mental health,Mental health conditions,Depression,2020,Person,3.7,2.5,5.3,Per cent,0.7,1
Mental health,Mental health conditions,Depression,2020,Person,15.2,12.8,17.9,Per cent,1.3,1
Mental health,Mental health conditions,No mental health condition,2011/12,Female,81.1,77.9,84.0,Per cent,1.5,1
Mental health,Mental health conditions,No mental health condition,2011/12,Male,87.5,84.4,90.0,Per cent,1.4,1
Mental health,Mental health conditions,No mental health condition,2011/12,Person,81.3,72.8,87.6,Per cent,3.7,1
Mental health,Mental health conditions,No mental health condition,2011/12,Person,83.1,78.6,86.7,Per cent,2.1,1
Mental health,Mental health conditions,No mental health condition,2011/12,Person,83.5,80.2,86.4,Per cent,1.6,1
Mental health,Mental health conditions,No mental health condition,2011/12,Person,84.2,82.0,86.2,Per cent,1.1,1
Mental health,Mental health conditions,No mental health condition,2011/12,Person,86.2,82.4,89.3,Per cent,1.7,1
Mental health,Mental health conditions,No mental health condition,2013/14,Female,78.3,74.3,81.8,Per cent,1.9,1
Mental health,Mental health conditions,No mental health condition,2013/14,Male,87.4,83.8,90.3,Per cent,1.7,1
Mental health,Mental health conditions,No mental health condition,2013/14,Person,79.5,73.8,84.2,Per cent,2.7,1
Mental health,Mental health conditions,No mental health condition,2013/14,Person,81.7,77.5,85.2,Per cent,2.0,1
Mental health,Mental health conditions,No mental health condition,2013/14,Person,82.5,79.9,84.9,Per cent,1.3,1
Mental health,Mental health conditions,No mental health condition,2013/14,Person,85.6,76.5,91.6,Per cent,3.8,1
Mental health,Mental health conditions,No mental health condition,2013/14,Person,89.0,85.2,91.9,Per cent,1.7,1
Mental health,Mental health conditions,No mental health condition,2015/16,Female,76.3,71.8,80.3,Per cent,2.2,1
Mental health,Mental health conditions,No mental health condition,2015/16,Male,85.8,81.7,89.1,Per cent,1.9,1
Mental health,Mental health conditions,No mental health condition,2015/16,Person,74.7,63.0,83.7,Per cent,5.3,1
Mental health,Mental health conditions,No mental health condition,2015/16,Person,78.8,72.4,84.0,Per cent,3.0,1
Mental health,Mental health conditions,No mental health condition,2015/16,Person,80.6,76.0,84.5,Per cent,2.2,1
Mental health,Mental health conditions,No mental health condition,2015/16,Person,80.8,77.8,83.5,Per cent,1.5,1
Mental health,Mental health conditions,No mental health condition,2015/16,Person,90.0,86.5,92.7,Per cent,1.6,1
Mental health,Mental health conditions,No mental health condition,2018,Female,71.1,66.6,75.3,Per cent,2.2,1
Mental health,Mental health conditions,No mental health condition,2018,Female,91.9,85.6,95.6,Per cent,2.5,1
Mental health,Mental health conditions,No mental health condition,2018,Male,80.1,75.6,84.0,Per cent,2.1,1
Mental health,Mental health conditions,No mental health condition,2018,Male,83.3,76.0,88.7,Per cent,3.2,1
Mental health,Mental health conditions,No mental health condition,2018,Person,64.1,50.1,76.0,Per cent,6.7,1
Mental health,Mental health conditions,No mental health condition,2018,Person,74.1,69.1,78.5,Per cent,2.4,1
Mental health,Mental health conditions,No mental health condition,2018,Person,75.6,72.4,78.5,Per cent,1.5,1
Mental health,Mental health conditions,No mental health condition,2018,Person,77.6,73.0,81.7,Per cent,2.2,1
Mental health,Mental health conditions,No mental health condition,2018,Person,85.1,80.1,89.0,Per cent,2.3,1
Mental health,Mental health conditions,No mental health condition,2018,Person,87.7,83.1,91.1,Per cent,2.0,1
Mental health,Mental health conditions,No mental health condition,2019,Female,65.2,61.2,68.9,Per cent,2.0,1
Mental health,Mental health conditions,No mental health condition,2019,Male,80.4,76.5,83.8,Per cent,1.9,1
Mental health,Mental health conditions,No mental health condition,2019,Person,63.1,50.8,74.0,Per cent,6.0,1
Mental health,Mental health conditions,No mental health condition,2019,Person,70.8,66.0,75.2,Per cent,2.4,1
Mental health,Mental health conditions,No mental health condition,2019,Person,72.4,69.6,75.0,Per cent,1.4,1
Mental health,Mental health conditions,No mental health condition,2019,Person,73.8,70.0,77.3,Per cent,1.9,1
Mental health,Mental health conditions,No mental health condition,2019,Person,80.3,76.0,84.0,Per cent,2.0,1
Mental health,Mental health conditions,No mental health condition,2020,Female,66.1,61.0,70.9,Per cent,2.5,1
Mental health,Mental health conditions,No mental health condition,2020,Female,82.5,77.9,86.3,Per cent,2.1,1
Mental health,Mental health conditions,No mental health condition,2020,Male,78.5,73.8,82.6,Per cent,2.2,1
Mental health,Mental health conditions,No mental health condition,2020,Male,83.7,79.3,87.4,Per cent,2.0,1
Mental health,Mental health conditions,No mental health condition,2020,Person,69.7,54.4,81.6,Per cent,7.0,1
Mental health,Mental health conditions,No mental health condition,2020,Person,70.4,64.7,75.4,Per cent,2.7,1
Mental health,Mental health conditions,No mental health condition,2020,Person,72.0,68.5,75.3,Per cent,1.7,1
Mental health,Mental health conditions,No mental health condition,2020,Person,72.1,66.9,76.8,Per cent,2.5,1
Mental health,Mental health conditions,No mental health condition,2020,Person,77.7,68.6,84.8,Per cent,4.1,1
Mental health,Mental health conditions,No mental health condition,2020,Person,82.9,79.8,85.7,Per cent,1.5,1
Mental health,Psychological distress,Probable serious mental illness,2011/12,Female,2.8,1.8,4.3,Per cent,0.6,1
Mental health,Psychological distress,Probable serious mental illness,2011/12,Male,2.0,1.0,4.0,Per cent,0.7,1
Mental health,Psychological distress,Probable serious mental illness,2011/12,Person,2.4,1.7,3.5,Per cent,0.5,1
Mental health,Psychological distress,Probable serious mental illness,2013/14,Female,3.1,1.8,5.1,Per cent,0.8,1
Mental health,Psychological distress,Probable serious mental illness,2013/14,Male,1.0,0.5,1.8,Per cent,0.3,1
Mental health,Psychological distress,Probable serious mental illness,2013/14,Person,2.1,1.4,3.2,Per cent,0.4,1
Mental health,Psychological distress,Probable serious mental illness,2015/16,Female,4.4,2.8,7.0,Per cent,1.1,1
Mental health,Psychological distress,Probable serious mental illness,2015/16,Male,0.7,0.4,1.3,Per cent,0.2,1
Mental health,Psychological distress,Probable serious mental illness,2015/16,Person,2.7,1.8,4.1,Per cent,0.6,1
Mental health,Psychological distress,Probable serious mental illness,2018,Female,6.4,4.4,9.4,Per cent,1.3,1
Mental health,Psychological distress,Probable serious mental illness,2018,Male,4.2,2.6,6.9,Per cent,1.1,1
Mental health,Psychological distress,Probable serious mental illness,2018,Person,5.3,3.9,7.2,Per cent,0.8,1
Mental health,Psychological distress,Probable serious mental illness,2019,Female,8.1,6.0,11.0,Per cent,1.2,1
Mental health,Psychological distress,Probable serious mental illness,2019,Male,3.7,2.2,6.0,Per cent,0.9,1
Mental health,Psychological distress,Probable serious mental illness,2019,Person,6.1,4.7,7.9,Per cent,0.8,1
Mental health,Psychological distress,Probable serious mental illness,2020,Female,6.3,4.1,9.5,Per cent,1.4,1
Mental health,Psychological distress,Probable serious mental illness,2020,Male,3.7,2.2,6.2,Per cent,1.0,1
Mental health,Psychological distress,Probable serious mental illness,2020,Person,5.1,3.7,7.0,Per cent,0.8,1
Mental health,Psychosocial events in the past year,Death of someone close,2019,Persons,23.1,20.7,25.6,Per cent,1.3,1
Mental health,Psychosocial events in the past year,Family/domestic violence,2019,Persons,2.8,2.0,4.0,Per cent,0.5,1
Mental health,Psychosocial events in the past year,Financial hardship,2019,Persons,14.5,12.3,17.0,Per cent,1.2,1
Mental health,Psychosocial events in the past year,House robbed/burgled,2019,Persons,3.2,2.2,4.4,Per cent,0.5,1
Mental health,Psychosocial events in the past year,Marriage/relationship breakdown,2019,Persons,8.8,7.0,10.9,Per cent,1.0,1
Mental health,Psychosocial events in the past year,Moved house,2019,Persons,15.0,12.8,17.6,Per cent,1.2,1
Mental health,Psychosocial events in the past year,New job,2019,Persons,20.7,18.4,23.3,Per cent,1.3,1
Mental health,Psychosocial events in the past year,Serious illness,2019,Persons,10.6,9.0,12.4,Per cent,0.9,1
Mental health,Psychosocial events in the past year,Serious injury,2019,Persons,7.3,5.9,9.1,Per cent,0.8,1
Mental health,Psychosocial events in the past year,Unplanned loss of job,2019,Persons,5.5,4.3,6.9,Per cent,0.7,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Female,53.6,48.9,58.2,Per cent,2.4,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Female,73.8,61.9,83.0,Per cent,5.4,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Male,58.5,53.3,63.6,Per cent,2.6,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Male,71.7,61.9,79.8,Per cent,4.6,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Person,39.2,26.8,53.2,Per cent,6.8,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Person,55.2,49.7,60.5,Per cent,2.8,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Person,56.0,52.5,59.5,Per cent,1.8,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Person,59.0,53.7,64.2,Per cent,2.7,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Person,66.7,60.1,72.6,Per cent,3.2,1
Mental health,Self-rated mental health,1. Excellent/very good,2018,Person,72.7,65.3,79.1,Per cent,3.5,1
Mental health,Self-rated mental health,1. Excellent/very good,2019,Female,49.8,46.0,53.7,Per cent,2.0,1
Mental health,Self-rated mental health,1. Excellent/very good,2019,Male,57.4,52.9,61.8,Per cent,2.3,1
Mental health,Self-rated mental health,1. Excellent/very good,2019,Person,40.4,29.0,53.0,Per cent,6.2,1
Mental health,Self-rated mental health,1. Excellent/very good,2019,Person,50.0,45.0,55.0,Per cent,2.6,1
Mental health,Self-rated mental health,1. Excellent/very good,2019,Person,53.4,50.4,56.3,Per cent,1.5,1
Mental health,Self-rated mental health,1. Excellent/very good,2019,Person,57.2,53.0,61.2,Per cent,2.1,1
Mental health,Self-rated mental health,1. Excellent/very good,2019,Person,64.6,59.7,69.2,Per cent,2.4,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Female,48.1,42.8,53.3,Per cent,2.7,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Female,72.5,67.2,77.2,Per cent,2.5,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Male,56.2,50.6,61.6,Per cent,2.8,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Male,70.6,65.2,75.5,Per cent,2.6,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Person,31.7,19.2,47.4,Per cent,7.3,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Person,48.3,42.4,54.1,Per cent,3.0,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Person,52.0,48.1,55.8,Per cent,2.0,1
Mental health,Self-rated mental health,1. Excellent/very good,2020,Person,52.5,46.8,58.3,Per cent,2.9,1
